beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg
2.331,0.0,2.40393,0.0,0.0,,0.0,,0.0,0.0,10.68434,14.29341,0.0,0.0,0.0,6.735,0.0,0.28,0.0,9.6212,32.02479,0.0,0.0,0.0,0.0,0.40771,0.0,0.0,0.0,0.31164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16512,0.0,0.0,CNAT,0.0,0.0,1456522.0,1456520.0,17368780.0
1.03915,0.0,5.62921,0.0,0.0,,0.0,,0.0,0.0,0.0,253.5877,0.0,0.0,0.0,5.28,0.0,1.51,0.08263,65.45474,11.25013,58.50729,0.0,56.65616,0.0,0.88666,0.0,0.0,0.0,12.88987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.62065,0.0,0.0,COCP,0.37652,0.37795,11200.0,11200.0,222250.0
1.79251,0.0,1.33469,0.0,0.0,,0.0,,0.0,0.0,6.53821,670.4292,0.0,15.97557,12.76992,7.95,1.96121,1.99,1845.749,323.8225,61.65178,1.92647,0.0,4.01739,1.50349,4.58891,3.78297,0.0,0.0,0.08999,0.82056,0.0,0.0,0.0,0.38915,0.0,0.0,77.4695,0.0,0.0,CLMT,94.86754,1848.383,120788.0,120790.0,4295160.0
0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,0.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNAC,0.0,0.0,6560.0,0.0,0.0
0.82366,13.10928,1.44584,0.0,1.0,2019-04-25 00:00:00.0,0.25,2019-08-12 00:00:00.0,0.33,0.0,0.0,51.94635,0.0,35.29819,33.93471,413.3872,1.46587,129.41,328.1913,2813.138,6.91202,0.0,0.0,1.82734,2.30279,7.9384,15.92519,0.0,0.0,0.60417,1.05182,0.0,0.0,0.0,0.0,3.77942,0.0,11.60593,0.0,0.0,COKE,72.13809,330.6839,50622.0,50620.0,1527740.0
1.32298,148.2077,0.0,0.0,0.44,2019-06-27 00:00:00.0,0.11,2019-07-15 00:00:00.0,8.78,0.0,0.0,0.0,0.0,97.00128,97.42559,7.18,0.96269,4.55,155.9652,2433.791,475.669,0.0,0.0,3.16526,0.0,0.4454,0.0,0.0,0.0,0.92486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.7867,0.0,0.0,CLNY,48.83725,155.9652,2101141.0,2101140.0,40916360.0
1.06863,7.91887,2.81956,0.0,1.44,2019-04-17 00:00:00.0,0.36,2019-07-25 00:00:00.0,7.68,0.0,0.0,0.0,0.0,33.8367,33.78715,19.25,0.61405,11.6,100.717,1122.526,49.54395,0.0,0.0,3.69401,4.493,1.48547,11.17286,0.0,0.0,0.64151,1.56448,0.0,0.0,0.0,0.0,32.15199,0.0,59.9,0.0,0.0,CODI,48.97036,101.244,309360.0,309360.0,4611440.0
0.68534,6.3834,3.41496,0.0,0.96,2019-05-15 00:00:00.0,0.24,2019-08-30 00:00:00.0,0.98,0.0,145.4658,67.27871,4.33554,51.43979,49.9588,109.74,0.0,80.0253,0.0,6693.521,32.05994,11.48428,10.71706,13.43674,13.32171,3.89266,17.70361,22.60387,0.15539,2.34891,2.33,12.71849,17.90411,15.64536,0.0,12.65036,0.0,68.30124,0.0,0.0,COLM,0.0,0.0,270929.0,270930.0,7151770.0
1.10642,8.16961,0.72619,0.0,0.84,2019-07-02 00:00:00.0,0.21,2019-07-24 00:00:00.0,1.96,0.0,21.16647,21.70136,2.66937,68.09636,68.72229,43.9638,7.68843,32.08,139.3615,194033.3,4492.941,13.52247,12.64621,19.29335,19.82856,2.58837,8.01658,16.01501,0.756622,1.96838,0.0,5.57682,17.05056,6.30922,0.0,13.00196,0.0,4538.791,0.0,0.0,CMCSA,58.56682,145.5369,19823064.0,19823060.0,362295700.0
0.04223,0.0,0.52834,0.0,0.0,,0.0,,0.0,0.0,178.5775,386.2274,1.69793,48.21808,49.28092,155.51,2.46355,73.74,884.5591,2856.505,28.64674,0.94317,2.05563,4.47482,4.38538,22.15397,12.57846,54.79024,0.306815,1.05504,0.39857,3.06549,49.15001,4.43262,0.0,7.19942,0.0,30.70521,0.0,0.0,CMPR,87.14239,953.0081,172467.0,172470.0,3296060.0
0.5148,57.59266,1.23802,0.0,0.0,,0.0,,0.0,0.0,59.76843,48.66371,0.0,34.02222,41.02102,26.43,0.0,10.55,10.46439,421.3398,31.30038,0.0,0.0,0.0,0.0,4.87922,7.71741,0.0,0.0,1.44701,1.19174,0.0,0.0,0.0,1.48311,223.3429,0.0,33.38667,0.0,0.0,COLL,11.75268,13.31789,335687.0,335690.0,7441230.0
2.04139,76.36142,7.36245,0.0,0.0,,0.0,,0.0,0.0,2996.513,2575.636,0.79921,69.65166,67.66982,19.2,93.74743,3.53,2.90597,135.1921,3.24239,29.09349,35.21603,33.65265,29.5544,4.92239,14.68991,16.24104,0.00542,5.6367,5.89977,30.22413,35.23358,33.60835,17.79558,71.74334,0.0,10.41542,0.0,0.0,CODA,4.39621,4.59836,703517.0,703520.0,5331710.0
1.85794,0.0,4.38891,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,77.64056,79.23043,50.0,0.0,11.5,769.5328,711.325,51.39994,0.0,0.0,0.0,0.0,9.50128,0.0,0.0,0.0,6.46759,4.15413,0.0,0.0,0.0,9.11667,64.18069,0.0,53.00485,0.0,0.0,CLVS,88.49957,769.5328,2158750.0,2158750.0,31123340.0
0.0,0.0,0.0,0.0,0.8,2019-06-27 00:00:00.0,0.2,2019-07-15 00:00:00.0,2.4,0.0,173.5707,63.1366,0.39261,25.10386,25.3517,34.24,2.12201,21.06,221.785,6377.923,148.1284,0.0,3.4749,4.17651,8.36281,7.298,36.62652,84.81699,0.48866,3.97237,0.0,2.19589,8.43758,2.4739,0.0,2.80187,0.0,191.5292,0.0,0.0,COLD,68.92335,221.785,2310456.0,2310460.0,54566850.0
1.04958,6.20693,0.0,0.0,1.12,2019-05-07 00:00:00.0,0.28,2019-08-22 00:00:00.0,3.2,0.0,15.00808,14.53315,2.44138,0.0,0.0,43.605,0.0,30.65,1.69567,2575.187,72.91826,32.14101,31.30015,39.69787,38.815,1.23312,12.12891,14.34025,0.955502,4.50847,0.0,1.39701,8.76349,0.0,0.0,24.80804,0.0,73.55575,0.0,0.0,COLB,0.0,2.79773,225983.0,225980.0,5982320.0
1.58755,0.0,1.92151,0.0,0.0,,0.0,,0.0,0.0,393.4369,107.7772,1.40067,27.72338,30.25409,77.24,1.20087,46.21,135.482,3830.489,51.50327,0.12499,2.37005,3.03955,5.78829,3.26592,10.13113,48.948,0.124411,1.14983,1.58543,2.08686,6.81383,2.45024,0.0,10.83064,0.0,55.87062,0.0,0.0,CLH,57.65586,136.1602,266943.0,266940.0,7645290.0
1.90469,0.0,3.15725,0.0,0.0,,0.0,,0.0,0.0,67.77408,0.0,0.0,24.28634,32.56246,4.0489,0.0,1.61,16.07354,517.7655,120.2965,0.0,0.0,0.0,0.0,1.03746,27.18357,0.0,0.0,1.6094,2.68132,0.0,0.0,0.0,0.0,0.0,0.0,204.6504,0.0,0.0,CLNE,14.37066,17.28357,649234.0,649230.0,19333260.0
1.18534,19.88642,2.7483,0.0,0.0,,0.0,,0.0,0.0,444.5099,0.0,1.14554,74.12254,76.26229,25.81,0.0,13.52,0.0,457.5951,29.79343,0.0,24.79687,0.0,2.07443,2.72884,10.90395,12.29988,0.027671,2.30793,0.0,19.77528,30.16569,24.58883,7.08105,11.35755,0.0,32.47659,0.0,0.0,CRCM,0.0,0.0,328426.0,328430.0,10290090.0
0.0,0.0,0.0,0.0,0.34887,2019-06-24 00:00:00.0,0.10657,2019-06-28 00:00:00.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,21.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSML,0.0,0.0,66901.0,0.0,0.0
0.0,0.0,15.839,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.26,0.0,22.2201,0.0,2326.981,31.32402,0.0,0.0,0.0,0.0,6.09493,0.0,0.0,0.0,1111.261,0.0,0.0,0.0,0.0,185.2174,0.0,0.0,52.90997,0.0,0.0,CRSP,0.0,0.0,652742.0,652740.0,11495790.0
0.0,0.0,1.07365,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,66.40318,67.52921,129.4,0.0,52.0072,0.0,7436.585,61.42622,0.0,0.0,0.0,0.0,23.25094,0.0,0.0,0.0,26.06055,0.0,0.0,0.0,0.0,8.59187,41.26983,0.0,61.77079,0.0,0.0,COUP,35.74813,55.63751,1244508.0,1244510.0,29105390.0
0.15735,0.0,0.0,0.0,1.56,2019-06-13 00:00:00.0,0.39,2019-06-28 00:00:00.0,7.32,0.0,0.0,0.0,1.98172,76.59515,76.5275,24.175,0.0,17.22,66.29556,372.7661,16.28095,73.36641,63.71959,50.21315,47.72175,1.14373,10.81987,10.74824,0.0,7.18488,0.0,6.82098,10.42458,6.89593,3.15767,47.70256,0.0,17.50076,0.0,0.0,CSWC,39.8661,66.29556,65102.0,65100.0,1381370.0
0.98064,17.81074,0.0,0.0,0.44,2019-06-13 00:00:00.0,0.11,2019-06-28 00:00:00.0,1.98,0.0,30.79364,9.86029,1.79288,0.0,0.0,31.24,0.0,19.55,1.60307,2896.763,128.4747,31.11553,30.43294,40.38961,39.48435,1.04922,15.54658,12.37116,0.401744,5.32858,0.0,1.44266,9.32663,0.0,0.07641,61.43179,0.0,130.6025,0.0,0.0,CSFL,0.0,29.86611,524076.0,524080.0,13893620.0
0.74959,0.0,15.90773,0.0,0.0,,0.0,,0.0,0.0,212.1956,570.6497,0.33358,76.45679,72.75672,47.5,11.69459,19.5,47.99824,1021.306,17.60117,17.83526,6.46428,29.86945,6.00742,1.34917,8.88044,28.44895,0.134069,1.52107,1.61262,2.70838,5.99893,3.26052,32.89363,68.08067,0.0,26.9029,0.0,0.0,CRTX,32.43163,47.99824,110746.0,110750.0,1436600.0
1.65722,0.0,0.88891,0.0,0.0,,0.0,,0.0,0.0,41.54837,0.0,0.0,22.41275,13.5489,0.84,0.0,0.19,14.60043,12.55091,21.93809,0.0,0.0,0.0,0.0,0.40993,0.0,0.0,0.0,1.07786,0.35539,0.0,0.0,0.0,0.0,0.0,0.0,43.57956,0.0,0.0,CPHI,19.7456,24.60376,447020.0,447020.0,16557950.0
0.95562,18.06299,1.54419,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.30887,37.56323,36.33072,36.66,18.14969,17.74,0.23646,1187.92,65.89023,3.83446,4.19261,5.98309,6.35055,1.19925,5.89219,13.72176,0.0,0.51778,0.0,5.928,9.20671,9.09399,0.0,0.0,0.0,66.14251,0.0,0.0,CRTO,0.38989,0.40207,634526.0,634530.0,12325360.0
0.62614,8.81646,0.8187,0.0,0.28,2019-06-27 00:00:00.0,0.07,2019-07-15 00:00:00.0,2.26,0.0,39.27966,0.0,1.01046,78.36767,77.06535,17.0,0.0,12.0001,0.19721,56.88378,2.23306,0.48806,7.87819,0.0,10.71123,1.21282,7.94058,12.27164,0.312417,0.97217,0.78993,7.79608,10.3976,9.60606,0.0,1.35591,0.0,4.5874,0.0,0.0,CPHC,0.24687,0.24748,2237.0,2240.0,97170.0
0.0,0.0,0.0,0.0,0.88,2019-05-23 00:00:00.0,0.22,2019-09-03 00:00:00.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,12.229,0.0,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CTR,0.0,0.0,77477.0,0.0,0.0
1.55427,12.13056,2.65533,0.0,0.0,,0.0,,0.0,0.0,20.93225,6.90784,7.44078,23.13977,21.36659,261.8,41.29276,112.0,2.76026,1334.996,8.53897,8.41307,7.16035,10.08075,8.73938,2.52082,18.12426,19.71971,0.942073,1.38665,1.98753,9.84803,13.97313,13.13493,3.17202,10.5036,0.0,9.09832,0.0,0.0,CVCO,6.23492,6.64951,104992.0,104990.0,2261700.0
1.24776,0.0,0.0,0.0,0.54,2019-05-30 00:00:00.0,0.135,2019-09-16 00:00:00.0,5.35,0.0,0.0,0.0,0.0,52.81974,49.80068,13.01,0.0,6.71,168.711,495.2469,47.06964,0.0,0.0,0.0,0.0,1.76855,0.0,0.0,0.0,5.14136,0.0,0.0,0.0,0.0,0.0,4.39127,0.0,49.08294,0.0,0.0,CTT,62.78529,168.711,229988.0,229990.0,4391820.0
1.16086,0.0,0.25518,0.0,0.8,2019-05-31 00:00:00.0,0.2,2019-09-17 00:00:00.0,4.74,0.0,0.0,0.0,0.05639,61.29032,68.70813,20.75,0.42857,12.12,238.4312,3207.024,107.3978,0.0,0.66986,18.89401,31.77033,1.7594,9.40476,285.8663,0.0,3.06892,0.23279,0.0832,0.68046,0.10419,0.0,3.15893,0.0,193.4029,0.0,0.0,CWEN,73.07982,328.6117,556420.0,220100.0,4184390.0
1.30175,5.4696,2.48426,0.0,0.16,2019-06-20 00:00:00.0,0.04,2019-07-26 00:00:00.0,0.58,0.0,27.62386,0.0,1.36763,34.52922,35.22182,39.2,957.9412,24.07,12.92347,902.2123,32.2159,9.70797,9.65363,12.08757,13.04253,2.33194,13.11946,20.07853,0.726855,1.90108,2.04816,8.1614,12.33839,9.93004,0.0,8.75612,0.0,32.85551,0.0,0.0,CTS,11.44445,12.92347,111537.0,111540.0,3037290.0
0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.18,0.0,11.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CYAD,0.0,0.0,22837.0,0.0,0.0
1.1576,0.0,1.35337,0.0,0.27,2019-02-28 00:00:00.0,0.135,2019-09-12 00:00:00.0,0.43,0.0,106.2189,0.0,0.18825,25.95609,29.45866,77.35,0.0,50.61,23.34008,1933.94,31.01187,0.0,0.0,0.0,2.3402,2.10242,35.0453,329.7211,3.104166,1.46675,1.12463,0.0,0.51956,0.0,10.50911,15.42911,0.0,31.1574,0.0,0.0,CUB,31.5339,47.22557,264902.0,264900.0,4567900.0
0.0,6.29067,0.47473,0.0,1.31,2019-05-31 00:00:00.0,0.3275,2019-09-17 00:00:00.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,70.44,1.75109,62.05,87.75922,847.3088,11.91818,8.52701,0.0,17.86558,23.51725,2.86566,78.9737,0.0,0.0,7.17706,0.45491,0.0,0.0,0.0,2.36749,7.87069,0.0,12.16174,0.0,0.0,CTWS,52.74538,111.6195,34891.0,34890.0,738750.0
0.0,0.0,3.02355,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,0.0,4.16,0.0,165.2268,17.57677,0.0,0.0,0.0,0.0,6.67907,0.0,0.0,0.0,125.0203,0.0,0.0,0.0,0.0,11.91773,591.9372,0.0,20.78325,0.0,0.0,CUE,0.0,0.0,116787.0,116790.0,1486770.0
1.27778,0.0,1.69619,0.0,0.0,,0.0,,0.0,0.0,0.0,8.22049,0.0,33.58251,30.72614,3.11,0.0,0.77,18.59945,25.31719,28.09573,0.0,0.0,0.0,0.0,0.60857,0.0,0.0,0.0,0.25878,1.05914,0.0,0.0,0.0,0.0,11.94105,0.0,28.61347,0.0,0.0,CUI,15.68257,18.59945,86109.0,86110.0,4397110.0
0.89082,0.0,4.05711,0.0,0.0,,0.0,,0.0,0.0,0.0,258.7132,5.52303,20.77859,18.01681,24.92,0.0,10.08,0.0,27.87666,0.37956,40.39418,6.30655,54.93164,8.66424,0.44624,2.34002,2.94223,0.0,0.18629,3.29378,11.051,17.01694,14.77961,0.0,5.29212,0.0,1.71549,0.0,0.0,CUO,1.26442,1.28061,465.0,460.0,27920.0
2.12736,0.0,3.75043,0.0,0.0,,0.0,,0.0,0.0,53.49515,0.0,0.0,0.0,0.0,1.59,0.0,0.2502,0.0,5.69382,15.72148,0.0,0.0,0.0,0.0,1.58789,0.0,0.0,0.0,21.89932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.01344,0.0,0.0,CUR,0.0,0.0,176409.0,176410.0,3553840.0
0.78214,0.0,11.57351,0.0,0.0,,0.0,,0.0,0.0,8.14125,21.74651,0.0,51.91563,51.71512,19.2,0.0,8.28,37.87075,592.192,33.84425,0.0,0.0,0.0,0.0,13.41211,0.0,0.0,0.0,26.60798,11.5234,0.0,0.0,0.0,16.90436,67.77832,0.0,34.81435,0.0,0.0,CYRX,27.5001,37.93123,500406.0,500410.0,5559200.0
0.0,0.0,3.50934,0.0,0.0,,0.0,,0.0,0.0,324.1614,238.3734,0.04945,47.48033,44.28234,2.48,1594.96,0.8,0.0,43.4476,25.6408,10.30189,3.50482,10.09182,3.50185,0.89774,28.02221,30.33367,0.093576,1.39988,1.33275,2.64321,3.07361,3.00322,0.0,10.25345,0.0,28.96507,0.0,0.0,CTHR,0.0,0.0,323710.0,323710.0,7042890.0
1.10997,0.0,2.00708,0.0,0.0,,0.0,,0.0,0.0,106.8048,73.25654,0.06598,81.43937,83.54246,70.7,0.0,45.53,0.0,2157.885,42.07592,0.0,0.50087,0.14717,0.69034,5.50288,138.14,715.9745,6.70358,3.03518,0.0,0.43398,0.89544,0.71898,0.0,1.65343,0.0,45.67918,0.0,0.0,CVLT,0.0,0.0,380365.0,380370.0,11777550.0
0.98629,14.09774,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.51481,0.0,0.0,31.03,0.0,16.72,23.81147,619.4919,28.75318,19.53886,20.32346,25.65235,25.7397,0.81377,8.96126,13.13036,0.0,1.99864,0.0,0.60243,6.63704,0.0,0.0,9.13894,0.0,31.1459,0.0,0.0,CUBI,0.0,63.46915,148735.0,148740.0,3298770.0
0.27509,5.97361,4.96673,0.0,0.0,,0.0,,0.0,0.0,351.9184,373.021,0.4793,46.91506,44.86092,22.6111,0.0,14.66,0.0,111.7525,6.90359,3.30529,5.32969,3.80609,6.47645,1.95457,18.5266,32.80826,0.093227,1.70417,3.19435,5.26673,6.37216,6.13675,0.0,18.08474,0.0,7.10668,0.0,0.0,CYBE,0.0,0.0,22335.0,22340.0,646620.0
0.89614,0.0,0.0,0.0,1.16,2019-07-02 00:00:00.0,0.29,2019-07-15 00:00:00.0,3.13,0.0,0.0,120.3346,0.92473,67.10163,65.68672,40.4,2.84778,30.12,40.29985,5446.021,146.2647,24.93803,17.95665,23.21201,22.34836,1.40929,20.15023,40.05493,0.0,11.0975,0.0,2.0955,3.55491,2.18876,8.19802,5.87584,0.0,147.0308,0.0,0.0,CUZ,28.30312,40.29985,10470667.0,4271790.0,42979450.0
0.22309,3.10711,0.0,0.0,1.28,2019-06-28 00:00:00.0,0.32,2019-07-15 00:00:00.0,3.81,0.0,11.8292,0.51096,0.88335,66.3548,67.17666,34.53,3.01068,27.19,105.5818,6332.629,187.2756,23.41326,27.38472,35.21934,36.75433,3.72424,20.06162,38.03702,3.215519,10.41702,0.0,4.51169,9.97445,4.87107,0.0,6.87943,0.0,188.4711,0.0,0.0,CUBE,50.32487,105.5818,1180533.0,1180530.0,26747070.0
0.33168,0.0,1.3985,0.0,0.0,,0.0,,0.0,0.0,12.34683,13.8954,0.0,58.57069,60.02532,3.785,0.0,1.54,36.53635,88.23388,24.85522,0.0,0.0,0.0,0.0,3.21161,0.0,0.0,0.0,2.3269,0.0,0.0,0.0,0.0,1.50336,24.4225,0.0,54.46536,0.0,0.0,CYRN,26.75943,36.53635,16590.0,16590.0,698890.0
0.0,0.0,0.0,0.0,0.3,2018-12-06 00:00:00.0,0.0,,4.89,0.0,0.0,0.0,0.0,0.0,0.0,6.76,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUBA,0.0,0.0,2928.0,0.0,0.0
1.35005,0.0,1.23116,0.0,1.0,2019-06-27 00:00:00.0,0.25,2019-07-12 00:00:00.0,5.57,0.0,0.0,0.0,0.0,20.75055,28.34138,18.38,0.0,12.92,525.1101,2359.269,130.0351,1.10375,0.0,0.0,1.07354,5.17941,13.87805,0.0,0.0,1.26638,0.0,0.0,0.0,0.0,0.0,3.15615,0.0,131.4356,0.0,0.0,CVA,84.08135,528.1938,596808.0,596810.0,13027240.0
0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,7.55618,0.0,74.79411,72.19638,32.2,3.28779,8.735,2090.984,449.1002,17.57536,10.31629,0.0,13.93075,0.0,12.21943,0.0,0.0,0.0,0.40442,0.0,0.0,0.0,0.0,0.0,12.18269,0.0,46.44263,0.0,0.0,CURO,95.43584,2090.984,144929.0,144930.0,3371170.0
1.00072,0.0,0.86289,0.0,1.4,2019-06-06 00:00:00.0,0.0,,1.41,0.0,2.05534,0.0,3.56116,85.05541,85.54703,116.815,13.72758,93.12,133.9507,12922.94,130.6135,15.34438,17.20564,17.082,21.06381,23.3336,16.49166,27.56405,13.410944,4.31361,0.85475,10.00406,95.60921,17.35394,0.0,4.77941,0.0,131.6518,0.0,0.0,CTXS,77.45626,343.5822,1835002.0,1835000.0,40773360.0
1.00101,1.56242,1.10033,0.0,0.151756,2019-06-13 00:00:00.0,0.037939,2019-06-28 00:00:00.0,1.73,0.0,0.0,112.0325,0.0,57.85372,57.50541,11.29,2.58974,6.15,51.96624,10759.51,1018.117,2.19824,0.0,5.95524,0.0,0.81459,46.75592,0.0,0.0,0.66706,0.65049,0.0,0.0,0.0,10.09901,17.25928,0.0,1228.711,0.0,0.0,CVE,35.81562,55.80114,3843032.0,3843030.0,101706400.0
0.37644,0.0,0.9657,0.0,0.0,,0.0,,0.0,0.0,53.75422,55.57264,0.0,0.0,0.0,3.15,0.0,0.8582,0.0,21.47532,12.56114,0.0,0.0,0.0,0.0,0.86891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.07578,0.0,0.0,CTXR,0.8218,0.82861,131369.0,131370.0,3752350.0
0.27405,7.75165,0.0,0.0,0.44,2019-05-02 00:00:00.0,0.11,2019-08-19 00:00:00.0,2.22,0.0,7.63202,0.0,1.53536,0.0,0.0,22.34,0.0,15.6612,2.26638,270.5572,11.56678,27.72846,28.80732,38.11068,38.36042,1.19153,9.38392,12.90251,1.690576,3.674,0.0,1.33119,9.74465,0.0,0.0,8.78755,0.0,13.65761,0.0,0.0,CVCY,0.0,5.34391,17769.0,17770.0,365390.0
1.27164,0.0,1.93966,0.0,3.0,2019-05-03 00:00:00.0,0.75,2019-08-13 00:00:00.0,6.2,0.0,296.7092,42.50767,3.3272,17.42934,14.29379,50.0,5.78571,30.46,88.68206,4864.676,100.5208,6.72948,5.75428,10.63257,9.26057,3.62225,7.6597,14.54376,0.049017,0.68778,1.24483,10.57514,28.18874,14.85401,0.0,17.53269,0.0,100.5306,0.0,0.0,CVI,41.80414,88.68206,521289.0,521290.0,10328720.0
1.4782,22.65207,1.69649,0.0,0.0,,0.0,,0.0,0.0,113.807,0.0,2.29819,65.09643,65.25084,34.365,0.0,13.265,66.22102,244.1175,12.28767,2.02253,4.56668,2.47558,6.228,0.70421,2.04086,5.78281,0.050812,0.26219,1.66553,5.70186,13.09435,6.64748,0.0,29.346,0.0,18.36851,0.0,0.0,CVTI,43.76236,77.81686,116136.0,116140.0,2567450.0
2.5839,0.0,1.23463,0.0,0.0,,0.0,,0.0,0.0,39.0312,28.45513,0.0,0.0,0.0,8.99,0.0,0.8165,1407.023,242.3235,32.05426,0.0,0.0,0.0,0.0,225.377,0.0,0.0,0.0,477.1275,1.09552,0.0,0.0,0.0,19.27063,107.1458,0.0,33.70285,0.0,0.0,CVM,93.3644,1407.023,1007695.0,1007700.0,22881360.0
0.8844,0.0,1.76619,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,40.97969,31.46322,4.2,3.69403,3.0,32.78164,19.43425,3.66704,2.86738,0.0,4.92832,0.0,1.19573,0.0,0.0,0.0,0.60272,0.50926,0.0,0.0,0.0,44.43486,0.0,0.0,5.83611,0.0,0.0,CYAN,33.18671,49.67083,1220.0,1220.0,48840.0
0.16949,3.65419,8.18628,0.0,0.88,2019-06-04 00:00:00.0,0.22,2019-09-20 00:00:00.0,3.1,0.0,0.0,0.0,1.63564,19.2742,20.18906,34.9,0.0,26.4566,0.0,27.44781,0.73669,3.32696,4.41602,3.70079,5.15151,0.92904,9.46943,17.36935,0.0,0.76704,5.23935,4.83146,5.39154,5.24236,1.26736,0.0,0.0,0.96613,0.0,0.0,CVR,0.0,0.0,2480.0,2480.0,54970.0
0.86759,6.93736,0.94521,0.0,2.0,2019-04-22 00:00:00.0,0.5,2019-08-05 00:00:00.0,3.73,0.0,0.0,11.50261,0.0,39.57921,26.44349,82.1488,3.4399,51.72,113.7419,69735.27,1296.761,2.31483,0.0,4.36362,2.26331,1.16739,23.93111,0.0,0.0,0.33123,0.6401,0.0,0.0,0.0,12.26939,13.18012,0.0,1299.092,0.0,0.0,CVS,55.48252,125.2991,8046250.0,8046250.0,229080260.0
4.00187,0.0,1.13217,0.0,0.0,,0.0,,0.0,0.0,46.92056,74.87836,0.0,31.38646,30.86178,4.64,0.0,1.12,66.53169,264.111,133.9566,0.0,0.0,0.0,0.0,0.5685,8.18568,0.0,0.0,0.5575,1.08522,0.0,0.0,0.0,0.0,20.74342,0.0,169.3019,0.0,0.0,CVEO,42.2188,73.06668,239477.0,239480.0,5909560.0
1.0967,1.73468,3.91706,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.52024,7.78,0.0,3.35,34.53206,24.45071,5.31278,0.0,0.0,0.0,0.0,0.71048,0.0,0.0,0.0,1.31109,3.514,0.0,0.0,0.0,0.0,0.0,0.0,6.55515,0.0,0.0,CVV,27.0253,37.03379,5556.0,5560.0,196240.0
0.32688,0.0,3.16774,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0498,0.26619,21.16913,21.38629,11.05,5.1087,5.83,3.7776,97.27433,11.29986,6.48308,2.86178,10.19941,10.1233,1.01303,28.78305,30.91777,0.0,1.06519,2.9215,1.89448,3.05193,2.75377,0.0,14.95317,0.0,11.81948,0.0,0.0,CVU,23.84014,31.30276,32708.0,32710.0,542340.0
0.99365,0.83307,1.1242,0.0,4.76,2019-05-16 00:00:00.0,1.19,2019-09-10 00:00:00.0,3.85,0.0,69.21553,0.0,7.22376,42.78909,40.84496,128.55,0.0,100.22,16.8106,235501.8,1903.888,7.67421,8.78866,10.06768,9.68934,1.51892,7.12756,17.11574,0.247282,1.49797,0.89974,5.38411,9.04319,6.13561,0.0,12.78148,0.0,1904.738,0.0,0.0,CVX,17.48738,21.34026,5662726.0,5662730.0,168822400.0
